sr_id,subscriber_id,circle,circle_code,product,sr_category,sr_subcategory,channel,raised_date,sla_days,resolution_days,resolved_date,sla_breach_flag,reopened_flag,status,csat_score
SR300000175,JIO10026166,Kolkata,KO,Wireless,Network,Call drop,Retail store,2026-07-09 00:00:00,3,5.6,2026-07-14 14:24:00,TRUE,FALSE,Closed,1
SR300000878,JIO10044800,Mumbai,MU,Wireless,Service,Port-out enquiry,Call centre,2026-05-01 00:00:00,4,4.2,2026-05-05 04:48:00,TRUE,FALSE,Closed,4
SR300005431,JIO10041164,Uttar Pradesh East,UPE,Wireless,Network,Slow data,Web,2026-03-23 00:00:00,3,3.9,2026-03-26 21:36:00,TRUE,FALSE,Closed,5
SR300004693,JIO10030457,Karnataka,KA,JioFiber,Provisioning,Engineer no-show,MyJio app,2026-08-22 00:00:00,7,5,2026-08-27 00:00:00,FALSE,FALSE,Closed,5
SR300004341,JIO10052169,North East,NE,Wireless,Network,5G not available,Call centre,2026-04-20 00:00:00,3,0.9,2026-04-20 21:36:00,FALSE,FALSE,Closed,5
SR300007070,JIO10003155,Haryana,HR,Wireless,Service,Port-out enquiry,Call centre,2026-03-31 00:00:00,4,5.2,2026-04-05 04:48:00,TRUE,FALSE,Closed,4
SR300009523,JIO10006302,Uttar Pradesh East,UPE,Wireless,Network,5G not available,Call centre,2026-07-20 00:00:00,3,2.3,2026-07-22 07:12:00,FALSE,FALSE,Closed,3
SR300010165,JIO10056905,Rajasthan,RJ,Wireless,Billing,Incorrect charge,WhatsApp,2026-04-12 00:00:00,5,4.4,2026-04-16 09:36:00,FALSE,FALSE,Closed,4
SR300003847,JIO10063782,Rajasthan,RJ,JioAirFiber,Provisioning,Installation delay,WhatsApp,2026-08-23 00:00:00,7,4.5,2026-08-27 12:00:00,FALSE,FALSE,Closed,2
SR300011189,JIO10056040,Maharashtra & Goa,MH,Wireless,Billing,Refund pending,MyJio app,2026-08-04 00:00:00,5,6.4,2026-08-10 09:36:00,TRUE,FALSE,Closed,3
SR300013216,JIO10002857,Maharashtra & Goa,MH,Wireless,Network,Call drop,Call centre,2026-03-17 00:00:00,3,6.1,2026-03-23 02:24:00,TRUE,FALSE,Closed,1
SR300001551,JIO10036615,Bihar & Jharkhand,BH,Wireless,Network,No coverage,Web,2026-04-30 00:00:00,3,5.9,2026-05-05 21:36:00,TRUE,FALSE,Closed,1
SR300006094,JIO10001514,Andhra Pradesh & Telangana,AP,JioAirFiber,Device,Router fault,Call centre,2026-03-08 00:00:00,4,1.1,2026-03-09 02:24:00,FALSE,FALSE,Closed,3
SR300008793,JIO10017260,West Bengal,WB,Wireless,Network,No coverage,Call centre,2026-08-29 00:00:00,3,7.9,2026-09-05 21:36:00,TRUE,FALSE,Closed,3
SR300011820,JIO10045711,Bihar & Jharkhand,BH,Wireless,Service,Value added service,MyJio app,2026-07-08 00:00:00,4,4.1,2026-07-12 02:24:00,TRUE,FALSE,Closed,1
SR300011698,JIO10035608,Mumbai,MU,Wireless,Billing,Refund pending,WhatsApp,2026-03-16 00:00:00,5,5.2,2026-03-21 04:48:00,TRUE,FALSE,Closed,2
SR300003063,JIO10029114,Uttar Pradesh East,UPE,JioAirFiber,Provisioning,Installation delay,Call centre,2026-03-24 00:00:00,7,5.4,2026-03-29 09:36:00,FALSE,FALSE,Closed,4
SR300004368,JIO10061838,Rajasthan,RJ,Wireless,Network,Slow data,MyJio app,2026-07-07 00:00:00,3,2.9,2026-07-09 21:36:00,FALSE,FALSE,Closed,4
SR300005639,JIO10013195,Maharashtra & Goa,MH,Wireless,Billing,Plan mismatch,MyJio app,2026-07-24 00:00:00,5,1.2,2026-07-25 04:48:00,FALSE,FALSE,Closed,1
SR300012197,JIO10056195,Tamil Nadu,TN,Wireless,Billing,Refund pending,Call centre,2026-07-12 00:00:00,5,3.4,2026-07-15 09:36:00,FALSE,FALSE,Closed,1
SR300007164,JIO10040734,Karnataka,KA,Wireless,Network,Call drop,MyJio app,2026-05-11 00:00:00,3,11,2026-05-22 00:00:00,TRUE,FALSE,Closed,2
SR300004975,JIO10035501,Delhi NCR,DL,JioAirFiber,Provisioning,Relocation pending,Call centre,2026-05-30 00:00:00,7,4.1,2026-06-03 02:24:00,FALSE,FALSE,Closed,1
SR300003838,JIO10039605,Jammu & Kashmir,JK,Wireless,Device,eSIM activation,Retail store,2026-05-12 00:00:00,4,0.8,2026-05-12 19:12:00,FALSE,TRUE,Closed,5
SR300004545,JIO10062281,Delhi NCR,DL,JioFiber,Provisioning,Engineer no-show,Call centre,2026-07-28 00:00:00,7,11.4,2026-08-08 09:36:00,TRUE,FALSE,Closed,3
SR300003143,JIO10047652,Kerala,KL,Wireless,Network,5G not available,MyJio app,2026-08-05 00:00:00,3,3,2026-08-08 00:00:00,FALSE,FALSE,Closed,3
SR300013424,JIO10053609,Uttar Pradesh West,UPW,JioAirFiber,Provisioning,Engineer no-show,MyJio app,2026-03-21 00:00:00,7,3.7,2026-03-24 16:48:00,FALSE,FALSE,Closed,1
SR300005286,JIO10009095,Tamil Nadu,TN,Wireless,Network,Slow data,Web,2026-08-24 00:00:00,3,8.7,2026-09-01 16:48:00,TRUE,TRUE,Closed,3
SR300000952,JIO10055065,Gujarat,GJ,Wireless,Network,Slow data,MyJio app,2026-05-26 00:00:00,3,10.3,2026-06-05 07:12:00,TRUE,FALSE,Closed,5
SR300011208,JIO10044591,Andhra Pradesh & Telangana,AP,Wireless,Billing,Recharge not credited,MyJio app,2026-07-01 00:00:00,5,5.1,2026-07-06 02:24:00,TRUE,FALSE,Closed,1
SR300007428,JIO10064157,Maharashtra & Goa,MH,Wireless,Network,Call drop,Call centre,2026-08-19 00:00:00,3,,,TRUE,TRUE,Open,
SR300000575,JIO10050819,Madhya Pradesh & Chhattisgarh,MP,Wireless,Service,Port-out enquiry,MyJio app,2026-05-28 00:00:00,4,7.2,2026-06-04 04:48:00,TRUE,FALSE,Closed,4
SR300000038,JIO10014740,Kerala,KL,Wireless,Network,Slow data,MyJio app,2026-08-25 00:00:00,3,0.8,2026-08-25 19:12:00,FALSE,FALSE,Closed,5
SR300012091,JIO10010250,Andhra Pradesh & Telangana,AP,Wireless,Network,Call drop,MyJio app,2026-07-03 00:00:00,3,0.5,2026-07-03 12:00:00,FALSE,FALSE,Closed,4
SR300003411,JIO10060474,Karnataka,KA,Wireless,Service,Value added service,Retail store,2026-08-25 00:00:00,4,3.7,2026-08-28 16:48:00,FALSE,FALSE,Closed,5
SR300010815,JIO10011491,Uttar Pradesh East,UPE,Wireless,Billing,Recharge not credited,MyJio app,2026-05-28 00:00:00,5,6.4,2026-06-03 09:36:00,TRUE,FALSE,Closed,5
SR300007220,JIO10026877,Maharashtra & Goa,MH,Wireless,Billing,Refund pending,Call centre,2026-05-22 00:00:00,5,1.9,2026-05-23 21:36:00,FALSE,FALSE,Closed,2
SR300009102,JIO10003873,North East,NE,Wireless,Network,No coverage,WhatsApp,2026-04-26 00:00:00,3,4.8,2026-04-30 19:12:00,TRUE,FALSE,Closed,2
SR300007284,JIO10027051,Madhya Pradesh & Chhattisgarh,MP,JioFiber,Device,Router fault,MyJio app,2026-08-30 00:00:00,4,,,TRUE,FALSE,Open,
SR300012087,JIO10046559,Gujarat,GJ,JioAirFiber,Provisioning,Installation delay,MyJio app,2026-03-28 00:00:00,7,5.8,2026-04-02 19:12:00,FALSE,FALSE,Closed,5
SR300009294,JIO10010274,Punjab,PB,Wireless,Billing,Recharge not credited,MyJio app,2026-07-15 00:00:00,5,1.5,2026-07-16 12:00:00,FALSE,FALSE,Closed,1
SR300013490,JIO10008744,Karnataka,KA,Wireless,Billing,Refund pending,Call centre,2026-06-17 00:00:00,5,0.7,2026-06-17 16:48:00,FALSE,FALSE,Closed,3
SR300011684,JIO10043884,Karnataka,KA,Wireless,Network,Slow data,MyJio app,2026-03-31 00:00:00,3,5.3,2026-04-05 07:12:00,TRUE,FALSE,Closed,4
SR300000106,JIO10007196,Uttar Pradesh East,UPE,Wireless,Service,Plan change request,Call centre,2026-05-13 00:00:00,4,4,2026-05-17 00:00:00,FALSE,FALSE,Closed,2
SR300002785,JIO10006445,Delhi NCR,DL,Wireless,Network,No coverage,MyJio app,2026-06-13 00:00:00,3,4.9,2026-06-17 21:36:00,TRUE,FALSE,Closed,5
SR300011849,JIO10036585,Bihar & Jharkhand,BH,Wireless,Network,Call drop,MyJio app,2026-07-31 00:00:00,3,4.4,2026-08-04 09:36:00,TRUE,FALSE,Closed,4
SR300009700,JIO10027235,Rajasthan,RJ,Wireless,Network,5G not available,Retail store,2026-03-04 00:00:00,3,,,TRUE,FALSE,Open,
SR300009620,JIO10063378,Maharashtra & Goa,MH,Wireless,Service,Port-out enquiry,Web,2026-04-12 00:00:00,4,6.8,2026-04-18 19:12:00,TRUE,FALSE,Closed,2
SR300009939,JIO10001511,West Bengal,WB,JioAirFiber,Provisioning,Installation delay,MyJio app,2026-06-26 00:00:00,7,6.8,2026-07-02 19:12:00,FALSE,TRUE,Closed,2
SR300002587,JIO10027300,Tamil Nadu,TN,Wireless,Service,Port-out enquiry,WhatsApp,2026-05-13 00:00:00,4,2.9,2026-05-15 21:36:00,FALSE,FALSE,Closed,3
SR300011427,JIO10050419,Punjab,PB,JioAirFiber,Provisioning,Installation delay,MyJio app,2026-07-07 00:00:00,7,3.6,2026-07-10 14:24:00,FALSE,FALSE,Closed,3
SR300001046,JIO10034229,Tamil Nadu,TN,Wireless,Network,Call drop,MyJio app,2026-08-14 00:00:00,3,5.2,2026-08-19 04:48:00,TRUE,FALSE,Closed,2
SR300014199,JIO10014864,Bihar & Jharkhand,BH,Wireless,Network,Slow data,WhatsApp,2026-05-04 00:00:00,3,10.3,2026-05-14 07:12:00,TRUE,FALSE,Closed,2
SR300008632,JIO10003704,Karnataka,KA,Wireless,Billing,Refund pending,Web,2026-05-26 00:00:00,5,3.7,2026-05-29 16:48:00,FALSE,FALSE,Closed,3
SR300005315,JIO10015666,Uttar Pradesh West,UPW,JioAirFiber,Provisioning,Installation delay,MyJio app,2026-03-26 00:00:00,7,4.3,2026-03-30 07:12:00,FALSE,FALSE,Closed,5
SR300008310,JIO10018115,Karnataka,KA,Wireless,Device,eSIM activation,Call centre,2026-07-31 00:00:00,4,4.4,2026-08-04 09:36:00,TRUE,FALSE,Closed,5
SR300012033,JIO10045327,Gujarat,GJ,Wireless,Network,5G not available,MyJio app,2026-08-03 00:00:00,3,6.7,2026-08-09 16:48:00,TRUE,FALSE,Closed,4
SR300008812,JIO10041370,Delhi NCR,DL,Wireless,Service,Plan change request,MyJio app,2026-08-25 00:00:00,4,5.6,2026-08-30 14:24:00,TRUE,FALSE,Closed,2
SR300003699,JIO10036306,Uttar Pradesh West,UPW,Wireless,Network,Slow data,Call centre,2026-07-12 00:00:00,3,2.7,2026-07-14 16:48:00,FALSE,FALSE,Closed,2
SR300002786,JIO10047718,West Bengal,WB,Wireless,Network,No coverage,Retail store,2026-05-19 00:00:00,3,3.7,2026-05-22 16:48:00,TRUE,FALSE,Closed,5
SR300001167,JIO10008796,Madhya Pradesh & Chhattisgarh,MP,Wireless,Billing,Incorrect charge,MyJio app,2026-05-02 00:00:00,5,2.3,2026-05-04 07:12:00,FALSE,FALSE,Closed,1
SR300011710,JIO10063251,Madhya Pradesh & Chhattisgarh,MP,JioAirFiber,Provisioning,Installation delay,Retail store,2026-07-18 00:00:00,7,22.4,2026-08-09 09:36:00,TRUE,FALSE,Closed,1
SR300008125,JIO10060770,Rajasthan,RJ,JioFiber,Provisioning,Relocation pending,MyJio app,2026-04-12 00:00:00,7,2,2026-04-14 00:00:00,FALSE,TRUE,Closed,1
SR300003510,JIO10043140,Tamil Nadu,TN,Wireless,Network,Call drop,MyJio app,2026-06-28 00:00:00,3,1.6,2026-06-29 14:24:00,FALSE,FALSE,Closed,1
SR300007763,JIO10059630,Andhra Pradesh & Telangana,AP,Wireless,Provisioning,Activation failure,Call centre,2026-07-15 00:00:00,7,5.2,2026-07-20 04:48:00,FALSE,FALSE,Closed,5
SR300013894,JIO10061574,Uttar Pradesh East,UPE,Wireless,Service,Port-out enquiry,MyJio app,2026-07-07 00:00:00,4,3.5,2026-07-10 12:00:00,FALSE,FALSE,Closed,4
SR300010306,JIO10044485,Rajasthan,RJ,Wireless,Network,5G not available,Call centre,2026-05-18 00:00:00,3,4.2,2026-05-22 04:48:00,TRUE,FALSE,Closed,4
SR300005949,JIO10045572,Kerala,KL,Wireless,Network,5G not available,Web,2026-07-28 00:00:00,3,1,2026-07-29 00:00:00,FALSE,TRUE,Closed,5
SR300001664,JIO10043903,Maharashtra & Goa,MH,Wireless,Billing,Refund pending,MyJio app,2026-08-06 00:00:00,5,3,2026-08-09 00:00:00,FALSE,FALSE,Closed,1
SR300000241,JIO10028912,Bihar & Jharkhand,BH,Wireless,Billing,Refund pending,MyJio app,2026-05-10 00:00:00,5,1.6,2026-05-11 14:24:00,FALSE,FALSE,Closed,1
SR300008503,JIO10058924,Rajasthan,RJ,Wireless,Billing,Plan mismatch,MyJio app,2026-05-29 00:00:00,5,0.8,2026-05-29 19:12:00,FALSE,FALSE,Closed,1
SR300014145,JIO10001570,Haryana,HR,Wireless,Service,Value added service,Call centre,2026-04-01 00:00:00,4,1.1,2026-04-02 02:24:00,FALSE,FALSE,Closed,2
SR300001041,JIO10006080,Gujarat,GJ,Wireless,Billing,Recharge not credited,Call centre,2026-04-16 00:00:00,5,2,2026-04-18 00:00:00,FALSE,TRUE,Closed,4
SR300005859,JIO10035284,Delhi NCR,DL,Wireless,Network,Call drop,MyJio app,2026-08-17 00:00:00,3,3.9,2026-08-20 21:36:00,TRUE,FALSE,Closed,1
SR300009496,JIO10033973,Odisha,OR,Wireless,Billing,Incorrect charge,Web,2026-03-04 00:00:00,5,1.1,2026-03-05 02:24:00,FALSE,FALSE,Closed,1
SR300002440,JIO10030958,Himachal Pradesh,HP,JioAirFiber,Provisioning,Installation delay,Web,2026-04-19 00:00:00,7,9.4,2026-04-28 09:36:00,TRUE,FALSE,Closed,2
SR300006558,JIO10004101,Bihar & Jharkhand,BH,Wireless,Service,Value added service,Web,2026-04-20 00:00:00,4,6.6,2026-04-26 14:24:00,TRUE,FALSE,Closed,2
SR300014003,JIO10051336,Madhya Pradesh & Chhattisgarh,MP,Wireless,Device,eSIM activation,MyJio app,2026-08-16 00:00:00,4,0.8,2026-08-16 19:12:00,FALSE,FALSE,Closed,1
SR300007475,JIO10020977,Madhya Pradesh & Chhattisgarh,MP,Wireless,Network,No coverage,Web,2026-03-11 00:00:00,3,1.7,2026-03-12 16:48:00,FALSE,FALSE,Closed,5
SR300002497,JIO10002687,Gujarat,GJ,Wireless,Network,Call drop,MyJio app,2026-06-25 00:00:00,3,2.4,2026-06-27 09:36:00,FALSE,FALSE,Closed,2
SR300011957,JIO10030449,Tamil Nadu,TN,Wireless,Service,Port-out enquiry,MyJio app,2026-08-17 00:00:00,4,2.1,2026-08-19 02:24:00,FALSE,TRUE,Closed,1
SR300002639,JIO10017311,Bihar & Jharkhand,BH,Wireless,Billing,Plan mismatch,Call centre,2026-08-01 00:00:00,5,3.1,2026-08-04 02:24:00,FALSE,FALSE,Closed,3
SR300012696,JIO10035407,Uttar Pradesh West,UPW,Wireless,Network,5G not available,MyJio app,2026-04-22 00:00:00,3,2.5,2026-04-24 12:00:00,FALSE,TRUE,Closed,3
SR300008854,JIO10046756,Madhya Pradesh & Chhattisgarh,MP,Wireless,Device,SIM replacement,MyJio app,2026-07-13 00:00:00,4,7.9,2026-07-20 21:36:00,TRUE,FALSE,Closed,1
SR300000779,JIO10022829,Andhra Pradesh & Telangana,AP,Wireless,Network,Slow data,MyJio app,2026-08-16 00:00:00,3,5,2026-08-21 00:00:00,TRUE,FALSE,Closed,4
SR300003304,JIO10003495,Maharashtra & Goa,MH,Wireless,Billing,Plan mismatch,Retail store,2026-04-06 00:00:00,5,7.1,2026-04-13 02:24:00,TRUE,FALSE,Closed,2
SR300009317,JIO10061081,Maharashtra & Goa,MH,Wireless,Network,No coverage,Call centre,2026-03-31 00:00:00,3,2.8,2026-04-02 19:12:00,FALSE,TRUE,Closed,2
SR300005410,JIO10036968,Rajasthan,RJ,Wireless,Service,Port-out enquiry,Retail store,2026-07-29 00:00:00,4,9.1,2026-08-07 02:24:00,TRUE,FALSE,Closed,4
SR300013355,JIO10002103,West Bengal,WB,Wireless,Device,eSIM activation,MyJio app,2026-06-12 00:00:00,4,4.1,2026-06-16 02:24:00,TRUE,FALSE,Closed,5
SR300006150,JIO10010837,Tamil Nadu,TN,Wireless,Service,Value added service,MyJio app,2026-07-23 00:00:00,4,4.6,2026-07-27 14:24:00,TRUE,FALSE,Closed,2
SR300008278,JIO10037223,Rajasthan,RJ,Wireless,Billing,Refund pending,MyJio app,2026-08-18 00:00:00,5,1.5,2026-08-19 12:00:00,FALSE,TRUE,Closed,5
SR300010620,JIO10004990,Madhya Pradesh & Chhattisgarh,MP,JioAirFiber,Provisioning,Installation delay,Call centre,2026-04-06 00:00:00,7,16.8,2026-04-22 19:12:00,TRUE,TRUE,Closed,1
SR300003575,JIO10015603,Madhya Pradesh & Chhattisgarh,MP,Wireless,Network,5G not available,MyJio app,2026-06-01 00:00:00,3,1,2026-06-02 00:00:00,FALSE,FALSE,Closed,4
SR300004812,JIO10003121,Madhya Pradesh & Chhattisgarh,MP,JioAirFiber,Provisioning,Installation delay,Retail store,2026-07-23 00:00:00,7,5.2,2026-07-28 04:48:00,FALSE,FALSE,Closed,5
SR300008989,JIO10063289,Kolkata,KO,Wireless,Service,Plan change request,MyJio app,2026-04-02 00:00:00,4,6.2,2026-04-08 04:48:00,TRUE,FALSE,Closed,5
SR300011029,JIO10052126,Karnataka,KA,Wireless,Billing,Refund pending,MyJio app,2026-08-24 00:00:00,5,,,TRUE,FALSE,Open,
SR300005742,JIO10053090,Uttar Pradesh East,UPE,JioFiber,Provisioning,Installation delay,MyJio app,2026-03-04 00:00:00,7,9.3,2026-03-13 07:12:00,TRUE,FALSE,Closed,3
SR300000704,JIO10032607,Maharashtra & Goa,MH,Wireless,Service,Port-out enquiry,Web,2026-04-20 00:00:00,4,4.2,2026-04-24 04:48:00,TRUE,FALSE,Closed,2
SR300006251,JIO10000977,Uttar Pradesh East,UPE,Wireless,Device,SIM replacement,Call centre,2026-08-13 00:00:00,4,1,2026-08-14 00:00:00,FALSE,FALSE,Closed,2
SR300007501,JIO10032952,Uttar Pradesh East,UPE,Wireless,Network,5G not available,MyJio app,2026-08-04 00:00:00,3,1.5,2026-08-05 12:00:00,FALSE,FALSE,Closed,2
SR300008881,JIO10022153,Assam,AS,Wireless,Network,No coverage,Web,2026-06-29 00:00:00,3,4.7,2026-07-03 16:48:00,TRUE,FALSE,Closed,4
SR300006037,JIO10023628,Kerala,KL,Wireless,Billing,Refund pending,MyJio app,2026-07-11 00:00:00,5,12.3,2026-07-23 07:12:00,TRUE,FALSE,Closed,1
SR300007175,JIO10018111,Kolkata,KO,Wireless,Provisioning,Activation failure,MyJio app,2026-07-20 00:00:00,7,4.4,2026-07-24 09:36:00,FALSE,TRUE,Closed,5
SR300005909,JIO10002995,Madhya Pradesh & Chhattisgarh,MP,Wireless,Billing,Incorrect charge,MyJio app,2026-04-08 00:00:00,5,1.6,2026-04-09 14:24:00,FALSE,FALSE,Closed,1
SR300013433,JIO10003889,Tamil Nadu,TN,Wireless,Network,No coverage,Call centre,2026-07-29 00:00:00,3,4.3,2026-08-02 07:12:00,TRUE,TRUE,Closed,5
SR300000872,JIO10029463,Mumbai,MU,Wireless,Billing,Refund pending,Call centre,2026-07-26 00:00:00,5,2,2026-07-28 00:00:00,FALSE,FALSE,Closed,1
SR300011207,JIO10005177,Madhya Pradesh & Chhattisgarh,MP,Wireless,Device,eSIM activation,MyJio app,2026-08-20 00:00:00,4,4.3,2026-08-24 07:12:00,TRUE,FALSE,Closed,5
SR300003991,JIO10005773,Maharashtra & Goa,MH,Wireless,Billing,Refund pending,Web,2026-05-28 00:00:00,5,7.9,2026-06-04 21:36:00,TRUE,FALSE,Closed,3
SR300010991,JIO10021209,Kerala,KL,Wireless,Network,Call drop,MyJio app,2026-07-30 00:00:00,3,0.6,2026-07-30 14:24:00,FALSE,FALSE,Closed,2
SR300005810,JIO10059614,Uttar Pradesh West,UPW,Wireless,Network,No coverage,Call centre,2026-08-10 00:00:00,3,5.5,2026-08-15 12:00:00,TRUE,FALSE,Closed,4
SR300007685,JIO10018701,Rajasthan,RJ,Wireless,Provisioning,Activation failure,Call centre,2026-06-11 00:00:00,7,,,TRUE,FALSE,Open,
SR300003846,JIO10023010,Haryana,HR,JioFiber,Device,Router fault,MyJio app,2026-03-30 00:00:00,4,1.8,2026-03-31 19:12:00,FALSE,FALSE,Closed,5
SR300007239,JIO10039471,Delhi NCR,DL,Wireless,Service,Value added service,MyJio app,2026-03-28 00:00:00,4,4,2026-04-01 00:00:00,FALSE,FALSE,Closed,4
SR300013035,JIO10060053,Madhya Pradesh & Chhattisgarh,MP,Wireless,Network,Call drop,MyJio app,2026-08-11 00:00:00,3,1.8,2026-08-12 19:12:00,FALSE,FALSE,Closed,5
SR300012363,JIO10013062,Rajasthan,RJ,Wireless,Network,Slow data,Call centre,2026-03-15 00:00:00,3,1.1,2026-03-16 02:24:00,FALSE,FALSE,Closed,2
SR300008867,JIO10021116,Odisha,OR,Wireless,Network,Call drop,MyJio app,2026-03-17 00:00:00,3,,,TRUE,FALSE,Open,
SR300014195,JIO10001542,Kerala,KL,JioAirFiber,Device,Router fault,Retail store,2026-07-03 00:00:00,4,1.5,2026-07-04 12:00:00,FALSE,FALSE,Closed,5
SR300003418,JIO10002336,West Bengal,WB,Wireless,Network,5G not available,Call centre,2026-07-02 00:00:00,3,4.7,2026-07-06 16:48:00,TRUE,FALSE,Closed,2
SR300011470,JIO10024455,West Bengal,WB,Wireless,Network,Slow data,MyJio app,2026-03-23 00:00:00,3,1.7,2026-03-24 16:48:00,FALSE,FALSE,Closed,2
SR300005838,JIO10013107,Andhra Pradesh & Telangana,AP,JioAirFiber,Provisioning,Engineer no-show,MyJio app,2026-06-21 00:00:00,7,,,TRUE,FALSE,Open,
SR300013067,JIO10000000,Haryana,HR,Wireless,Service,Port-out enquiry,Retail store,2026-07-07 00:00:00,4,2.6,2026-07-09 14:24:00,FALSE,FALSE,Closed,5
SR300010384,JIO10021213,Kolkata,KO,Wireless,Network,Slow data,MyJio app,2026-06-12 00:00:00,3,2,2026-06-14 00:00:00,FALSE,FALSE,Closed,2
SR300008407,JIO10013534,Maharashtra & Goa,MH,Wireless,Service,Plan change request,MyJio app,2026-04-30 00:00:00,4,1.4,2026-05-01 09:36:00,FALSE,FALSE,Closed,2
SR300012317,JIO10043778,Uttar Pradesh West,UPW,Wireless,Billing,Recharge not credited,Retail store,2026-05-17 00:00:00,5,1.9,2026-05-18 21:36:00,FALSE,FALSE,Closed,4
SR300013114,JIO10019140,Madhya Pradesh & Chhattisgarh,MP,Wireless,Network,Slow data,Retail store,2026-05-28 00:00:00,3,1.1,2026-05-29 02:24:00,FALSE,FALSE,Closed,5
SR300011346,JIO10059997,Uttar Pradesh East,UPE,Wireless,Billing,Refund pending,MyJio app,2026-04-12 00:00:00,5,10.7,2026-04-22 16:48:00,TRUE,FALSE,Closed,2
SR300010713,JIO10030508,Karnataka,KA,Wireless,Network,No coverage,Web,2026-06-30 00:00:00,3,2.9,2026-07-02 21:36:00,FALSE,FALSE,Closed,3
SR300010912,JIO10005418,Kolkata,KO,Wireless,Network,Call drop,MyJio app,2026-04-10 00:00:00,3,3.4,2026-04-13 09:36:00,TRUE,FALSE,Closed,2
SR300005106,JIO10053687,North East,NE,JioAirFiber,Provisioning,Installation delay,Call centre,2026-03-11 00:00:00,7,8.7,2026-03-19 16:48:00,TRUE,FALSE,Closed,3
SR300005053,JIO10038370,Kerala,KL,Wireless,Billing,Recharge not credited,Call centre,2026-04-20 00:00:00,5,1.6,2026-04-21 14:24:00,FALSE,FALSE,Closed,5
SR300011038,JIO10020248,Rajasthan,RJ,Wireless,Network,Call drop,MyJio app,2026-08-28 00:00:00,3,1.7,2026-08-29 16:48:00,FALSE,FALSE,Closed,3
SR300004317,JIO10000519,Kerala,KL,Wireless,Network,Call drop,Call centre,2026-05-31 00:00:00,3,3.5,2026-06-03 12:00:00,TRUE,FALSE,Closed,5
SR300003963,JIO10028113,Delhi NCR,DL,Wireless,Network,No coverage,MyJio app,2026-08-18 00:00:00,3,4.3,2026-08-22 07:12:00,TRUE,FALSE,Closed,5
SR300005246,JIO10011503,Tamil Nadu,TN,Wireless,Service,Port-out enquiry,Retail store,2026-07-25 00:00:00,4,3,2026-07-28 00:00:00,FALSE,FALSE,Closed,2
SR300007025,JIO10023153,Uttar Pradesh East,UPE,JioFiber,Provisioning,Relocation pending,MyJio app,2026-05-11 00:00:00,7,11.6,2026-05-22 14:24:00,TRUE,FALSE,Closed,5
SR300007003,JIO10048239,Madhya Pradesh & Chhattisgarh,MP,Wireless,Service,Plan change request,Call centre,2026-08-19 00:00:00,4,4.8,2026-08-23 19:12:00,TRUE,FALSE,Closed,3
SR300002274,JIO10052608,Uttar Pradesh East,UPE,Wireless,Network,No coverage,Retail store,2026-07-21 00:00:00,3,4.4,2026-07-25 09:36:00,TRUE,FALSE,Closed,4
SR300000909,JIO10063376,Bihar & Jharkhand,BH,Wireless,Billing,Refund pending,Web,2026-05-09 00:00:00,5,6.7,2026-05-15 16:48:00,TRUE,FALSE,Closed,3
SR300004929,JIO10014280,Mumbai,MU,Wireless,Service,Port-out enquiry,MyJio app,2026-04-22 00:00:00,4,9.2,2026-05-01 04:48:00,TRUE,FALSE,Closed,3
SR300004071,JIO10000849,Rajasthan,RJ,Wireless,Billing,Recharge not credited,WhatsApp,2026-07-30 00:00:00,5,3.9,2026-08-02 21:36:00,FALSE,TRUE,Closed,3
SR300001883,JIO10020137,Bihar & Jharkhand,BH,JioAirFiber,Provisioning,Installation delay,Call centre,2026-05-29 00:00:00,7,8.8,2026-06-06 19:12:00,TRUE,FALSE,Closed,5
SR300006517,JIO10047103,Punjab,PB,Wireless,Billing,Refund pending,Retail store,2026-06-07 00:00:00,5,6,2026-06-13 00:00:00,TRUE,FALSE,Closed,3
SR300004516,JIO10001069,Karnataka,KA,Wireless,Network,No coverage,MyJio app,2026-05-05 00:00:00,3,6.2,2026-05-11 04:48:00,TRUE,FALSE,Closed,5
SR300011533,JIO10046896,Uttar Pradesh East,UPE,Wireless,Network,Call drop,WhatsApp,2026-08-07 00:00:00,3,3.9,2026-08-10 21:36:00,TRUE,FALSE,Closed,2
SR300010814,JIO10002323,Kerala,KL,Wireless,Provisioning,Activation failure,MyJio app,2026-04-21 00:00:00,7,3.3,2026-04-24 07:12:00,FALSE,TRUE,Closed,3
SR300008177,JIO10036371,Maharashtra & Goa,MH,Wireless,Device,eSIM activation,MyJio app,2026-05-18 00:00:00,4,2.3,2026-05-20 07:12:00,FALSE,FALSE,Closed,1
SR300013730,JIO10018914,Uttar Pradesh West,UPW,Wireless,Service,Port-out enquiry,MyJio app,2026-07-13 00:00:00,4,4.7,2026-07-17 16:48:00,TRUE,FALSE,Closed,1
SR300013690,JIO10060862,Karnataka,KA,Wireless,Provisioning,Activation failure,Call centre,2026-03-11 00:00:00,7,25.4,2026-04-05 09:36:00,TRUE,FALSE,Closed,2
SR300013812,JIO10060955,West Bengal,WB,Wireless,Service,Port-out enquiry,Call centre,2026-03-29 00:00:00,4,7,2026-04-05 00:00:00,TRUE,FALSE,Closed,4
SR300011763,JIO10013746,Uttar Pradesh West,UPW,JioAirFiber,Provisioning,Installation delay,Call centre,2026-05-26 00:00:00,7,9.5,2026-06-04 12:00:00,TRUE,FALSE,Closed,5
