site_id,circle,circle_code,zone,pin_code,technology,subscribers_served,prb_utilisation_pct,avg_sinr_db,drop_call_rate_pct,avg_throughput_mbps,congestion_flag,backhaul
SITE0400397,West Bengal,WB,East,341917,5G SA,34180,29.5,4.4,0.24,78.6,FALSE,Fibre
SITE0402561,Uttar Pradesh East,UPE,North,326833,5G SA,8271,42.6,8.3,0.9,88.3,FALSE,Fibre
SITE0401125,Kerala,KL,South,520388,4G LTE,13477,36.8,17.6,0.14,68.9,FALSE,Microwave
SITE0401216,Maharashtra & Goa,MH,West,608687,5G SA,31919,73.1,1.8,0.44,61.1,FALSE,Fibre
SITE0402135,Andhra Pradesh & Telangana,AP,South,577881,5G NSA,37259,30.5,5.8,0.43,89.4,FALSE,Fibre
SITE0400552,Rajasthan,RJ,North,770220,4G LTE,31786,88.3,2.3,0.89,81.4,TRUE,Microwave
SITE0401063,Punjab,PB,North,654294,5G NSA,39639,27.3,7.2,0.18,92.1,FALSE,Microwave
SITE0400314,Maharashtra & Goa,MH,West,215552,5G SA,2853,12.3,9,0.48,97.3,FALSE,Fibre
SITE0402284,Gujarat,GJ,West,404917,5G NSA,20933,42.9,16.2,0.08,115.7,FALSE,Fibre
SITE0400011,Uttar Pradesh East,UPE,North,712354,4G LTE,28804,99,11.2,0.24,16.6,TRUE,Microwave
SITE0402566,Gujarat,GJ,West,540553,4G LTE,22870,34.8,10.4,0.32,16.1,FALSE,Fibre
SITE0400062,Tamil Nadu,TN,South,613765,5G SA,18418,61.9,8.9,0.76,130.7,FALSE,Fibre
SITE0402798,Bihar & Jharkhand,BH,East,240634,5G SA,10050,75.4,2.6,0.53,68.5,TRUE,Fibre
SITE0402999,Andhra Pradesh & Telangana,AP,South,278381,4G LTE,42386,54.2,6.9,1.13,132.4,FALSE,Fibre
SITE0401170,Tamil Nadu,TN,South,214663,4G LTE,40780,47.9,12.9,0.51,69.5,FALSE,Fibre
SITE0403701,Uttar Pradesh West,UPW,North,137559,5G NSA,25480,15.4,9.9,0.81,56.4,FALSE,Fibre
SITE0401992,Madhya Pradesh & Chhattisgarh,MP,North,713152,5G SA,41587,99,9.2,1.41,33.7,TRUE,Microwave
SITE0403020,Maharashtra & Goa,MH,West,258401,5G NSA,13536,82.7,2,0.79,53.8,TRUE,Microwave
SITE0401486,Mumbai,MU,West,820367,5G NSA,22767,40.8,10.1,0.86,168.8,FALSE,Fibre
SITE0401752,Rajasthan,RJ,North,460123,4G LTE,24736,34.1,6.1,0.28,104.8,FALSE,Fibre
SITE0402065,Kerala,KL,South,510648,5G SA,28356,46.2,13.5,0.7,111.2,FALSE,Fibre
SITE0400144,Karnataka,KA,South,703996,4G LTE,2702,63.3,1.3,1.02,63.7,FALSE,Fibre
SITE0403446,Uttar Pradesh East,UPE,North,323562,5G SA,42261,83.6,-2.6,1.11,55.6,TRUE,Fibre
SITE0403410,Andhra Pradesh & Telangana,AP,South,818023,5G NSA,35517,57.9,12.5,0.24,9.9,FALSE,Fibre
SITE0403808,Karnataka,KA,South,189799,5G SA,33051,41.9,18.8,0.4,47.3,FALSE,Fibre
SITE0401019,Madhya Pradesh & Chhattisgarh,MP,North,576121,5G SA,22342,30.3,10.9,0.01,58.4,FALSE,Fibre
SITE0403430,Maharashtra & Goa,MH,West,391928,5G NSA,28955,26.9,17.4,0.68,92.5,FALSE,Microwave
SITE0401718,West Bengal,WB,East,568152,4G LTE,12477,67.4,7.1,0.67,45.8,FALSE,Fibre
SITE0402815,Himachal Pradesh,HP,North,425318,4G LTE,22396,30.4,7.1,0.66,58.5,FALSE,Fibre
SITE0403371,Rajasthan,RJ,North,671925,4G LTE,9040,57.8,9.7,0.94,53,FALSE,Fibre
SITE0400665,Haryana,HR,North,492367,5G SA,38032,34.3,10.4,0.37,124.9,FALSE,Fibre
SITE0402866,Punjab,PB,North,497294,5G SA,34277,13.6,13.6,0.61,56.6,FALSE,Fibre
SITE0400385,Tamil Nadu,TN,South,268129,5G SA,26828,28.7,9.1,0.45,64.6,FALSE,Fibre
SITE0401676,Bihar & Jharkhand,BH,East,493044,4G LTE,4870,96.7,5.8,0.39,77.7,TRUE,Fibre
SITE0403331,Kerala,KL,South,330867,5G NSA,32199,40.6,11.8,0.67,29,FALSE,Microwave
SITE0401373,Punjab,PB,North,756327,5G NSA,34997,71.3,9.1,0.26,97.5,FALSE,Fibre
SITE0400761,Andhra Pradesh & Telangana,AP,South,178705,4G LTE,19461,4.9,14.9,0.07,74.8,FALSE,Microwave
SITE0400496,North East,NE,East,253291,5G SA,29438,51.6,9.9,0.18,102.1,FALSE,Fibre
SITE0403438,Tamil Nadu,TN,South,593143,5G NSA,17425,33.9,4.8,1.27,115.4,FALSE,Microwave
SITE0401475,Uttar Pradesh East,UPE,North,404169,5G SA,36570,74.8,11.5,0.61,80.3,TRUE,Fibre
SITE0402055,Rajasthan,RJ,North,245084,5G NSA,19135,73.3,0.2,0.33,53.9,FALSE,Microwave
SITE0401842,Uttar Pradesh West,UPW,North,735737,5G SA,20300,19.8,16.6,0.76,89.4,FALSE,Fibre
SITE0401167,Haryana,HR,North,451977,4G LTE,33086,36.6,22.8,1.17,111.8,FALSE,Fibre
SITE0403633,Odisha,OR,East,502151,4G LTE,28797,42.2,6.5,0.15,56.1,FALSE,Fibre
SITE0401920,Uttar Pradesh East,UPE,North,307183,5G NSA,21129,99,6.1,1.8,25.1,TRUE,Fibre
SITE0401256,Kerala,KL,South,519789,5G NSA,19903,20.6,18.6,0.06,129.5,FALSE,Fibre
SITE0400406,Bihar & Jharkhand,BH,East,810813,5G SA,3887,41.5,12.8,0.49,127.3,FALSE,Fibre
SITE0400315,West Bengal,WB,East,304793,5G NSA,13989,40.4,15.5,0.3,57.1,FALSE,Fibre
SITE0400912,Karnataka,KA,South,367991,5G SA,33245,59.6,9.9,0.16,73.5,FALSE,Fibre
SITE0401151,Maharashtra & Goa,MH,West,718762,5G SA,10073,38.5,14.8,0.14,55.5,FALSE,Microwave
SITE0401708,Kolkata,KO,East,353567,4G LTE,22995,34,5.9,0.53,102,FALSE,Fibre
SITE0402037,Madhya Pradesh & Chhattisgarh,MP,North,844390,4G LTE,20888,99,0.5,0.85,3.7,TRUE,Fibre
SITE0402459,Bihar & Jharkhand,BH,East,855033,5G SA,35553,35.9,10.9,0.31,67.3,FALSE,Microwave
SITE0402779,Tamil Nadu,TN,South,181163,4G LTE,1846,25.4,7.9,0.21,107.7,FALSE,Fibre
SITE0400504,Maharashtra & Goa,MH,West,568516,5G SA,25709,34,9.8,0.15,77.9,FALSE,Fibre
SITE0402811,Uttar Pradesh East,UPE,North,426094,5G SA,19609,54.1,13.7,0.22,123.3,FALSE,Microwave
SITE0400142,West Bengal,WB,East,610598,4G LTE,37234,51.3,6,0.01,55.3,FALSE,Fibre
SITE0402823,Delhi NCR,DL,North,608821,4G LTE,6633,26.3,9.7,0.29,100.8,FALSE,Microwave
SITE0402444,Uttar Pradesh East,UPE,North,823778,4G LTE,24340,80.2,3,0.51,79.4,TRUE,Fibre
SITE0401785,Maharashtra & Goa,MH,West,240556,5G SA,34805,67.3,12.2,0.59,102.2,FALSE,Fibre
SITE0403184,Odisha,OR,East,752641,5G SA,28678,23.8,4.4,0.59,103.8,FALSE,Microwave
SITE0401171,Odisha,OR,East,737633,5G SA,9998,48.7,14.5,0.59,41.4,FALSE,Fibre
SITE0403170,Uttar Pradesh East,UPE,North,515958,5G SA,5383,60.5,8.6,2.19,25.9,FALSE,Fibre
SITE0402061,Bihar & Jharkhand,BH,East,157170,5G NSA,20734,86.5,10.6,1.87,34.1,TRUE,Fibre
SITE0400064,Mumbai,MU,West,317171,4G LTE,4258,18,12,0.18,110,FALSE,Microwave
SITE0401449,Bihar & Jharkhand,BH,East,274407,4G LTE,9597,48,6.9,0.82,58.1,FALSE,Fibre
SITE0400037,Madhya Pradesh & Chhattisgarh,MP,North,734409,4G LTE,21024,53.1,4.5,0.04,8.3,FALSE,Microwave
SITE0401190,Rajasthan,RJ,North,789044,5G NSA,16214,86,8.3,0.35,43,TRUE,Microwave
SITE0400721,Bihar & Jharkhand,BH,East,798150,5G NSA,4225,99,5.6,0.73,42.9,TRUE,Microwave
SITE0402149,Madhya Pradesh & Chhattisgarh,MP,North,371296,4G LTE,29991,94.6,8.8,1.06,97.1,TRUE,Fibre
SITE0400258,Rajasthan,RJ,North,572953,4G LTE,41468,28,14.1,0.23,18.8,FALSE,Fibre
SITE0403675,Kolkata,KO,East,774741,5G NSA,15935,65.6,0.2,0.19,9.7,FALSE,Fibre
SITE0402690,Andhra Pradesh & Telangana,AP,South,162251,5G NSA,33156,64.1,7.2,0.35,63.2,FALSE,Fibre
SITE0401422,Kolkata,KO,East,229160,5G NSA,40217,45.3,9.6,0.48,100.8,FALSE,Fibre
SITE0400601,Uttar Pradesh West,UPW,North,121897,5G SA,4337,34.4,6.9,0.75,96.6,FALSE,Fibre
SITE0402902,Bihar & Jharkhand,BH,East,141737,4G LTE,20621,47.6,6.4,0.36,100.8,FALSE,Fibre
SITE0400686,Himachal Pradesh,HP,North,653222,5G SA,22108,18.7,15.2,0.65,64.9,FALSE,Fibre
SITE0401196,Maharashtra & Goa,MH,West,451126,5G NSA,8870,78.7,5.1,0.47,1.5,TRUE,Fibre
SITE0400741,Tamil Nadu,TN,South,596190,5G SA,15750,50.5,15.3,0.39,43.4,FALSE,Fibre
SITE0402367,Bihar & Jharkhand,BH,East,481541,5G NSA,37587,79.6,3.7,0.46,55.6,TRUE,Microwave
SITE0403592,Maharashtra & Goa,MH,West,198347,5G SA,23325,69.3,4.4,0.72,88.4,FALSE,Microwave
SITE0402452,West Bengal,WB,East,581692,5G NSA,13605,63.7,12.5,0.83,107.2,FALSE,Fibre
SITE0400297,Uttar Pradesh East,UPE,North,271090,5G NSA,20487,81.8,9.3,0.35,42.2,TRUE,Fibre
SITE0400612,Andhra Pradesh & Telangana,AP,South,375552,4G LTE,2561,64.3,-1.5,0.2,68.9,FALSE,Fibre
SITE0402704,Uttar Pradesh West,UPW,North,705009,5G SA,28170,58.8,4.4,1.48,102.2,FALSE,Fibre
SITE0400924,Maharashtra & Goa,MH,West,131156,4G LTE,36555,53.5,9,0.45,174.6,FALSE,Fibre
SITE0403340,Jammu & Kashmir,JK,North,692933,4G LTE,6140,35.2,16.6,0.46,75.3,FALSE,Fibre
SITE0403055,Punjab,PB,North,854739,5G SA,22750,34.7,16.9,0.69,29.4,FALSE,Fibre
SITE0401205,Madhya Pradesh & Chhattisgarh,MP,North,361656,5G NSA,3642,55.1,3.1,0.15,60.3,FALSE,Fibre
SITE0401687,Madhya Pradesh & Chhattisgarh,MP,North,829655,4G LTE,28999,29.8,6.5,0.22,125.6,FALSE,Fibre
SITE0403718,Karnataka,KA,South,612735,4G LTE,11485,46.6,6.4,1.08,53.8,FALSE,Fibre
SITE0400679,Mumbai,MU,West,851913,4G LTE,34833,38.1,17.4,0.51,77.9,FALSE,Fibre
SITE0403246,Maharashtra & Goa,MH,West,492578,4G LTE,25213,39,16.4,1.21,64.1,FALSE,Fibre
SITE0403172,Haryana,HR,North,259909,4G LTE,39439,69.7,4.1,0.69,33.8,FALSE,Microwave
SITE0402910,Haryana,HR,North,154474,5G SA,23208,50.6,11.5,0.72,101.9,FALSE,Fibre
SITE0403829,Gujarat,GJ,West,515079,5G NSA,11792,67.5,4.6,0.11,32.7,FALSE,Fibre
SITE0400519,Gujarat,GJ,West,833348,5G NSA,23185,19.8,10.4,0.41,74.1,FALSE,Microwave
SITE0402266,Andhra Pradesh & Telangana,AP,South,284257,5G NSA,32691,14.7,9.4,0.79,146,FALSE,Microwave
SITE0401584,Assam,AS,East,492128,4G LTE,35920,33,16.9,0.1,43,FALSE,Fibre
SITE0400763,Bihar & Jharkhand,BH,East,584405,4G LTE,35288,68,4.7,0.58,122.5,FALSE,Fibre
SITE0400677,Punjab,PB,North,830852,4G LTE,42206,59.1,5.2,1.32,99.1,FALSE,Microwave
SITE0400235,Uttar Pradesh West,UPW,North,221354,5G SA,2451,42.9,2.3,0.6,125.2,FALSE,Microwave
SITE0402853,Madhya Pradesh & Chhattisgarh,MP,North,601412,4G LTE,33277,41.1,11.1,2.66,88.7,FALSE,Fibre
SITE0402335,Uttar Pradesh East,UPE,North,144635,5G NSA,13682,13.1,10.6,1.01,68,FALSE,Fibre
SITE0401129,Madhya Pradesh & Chhattisgarh,MP,North,818639,5G SA,27021,30.9,12.7,0.25,83.1,FALSE,Fibre
SITE0402311,Odisha,OR,East,755146,5G SA,2079,47.4,16.8,0.27,121,FALSE,Fibre
SITE0403647,Haryana,HR,North,789164,5G NSA,14219,35.5,10,0.94,83.1,FALSE,Fibre
SITE0401692,Uttar Pradesh East,UPE,North,646761,4G LTE,13685,88.8,0,0.36,124.1,TRUE,Microwave
SITE0403156,Delhi NCR,DL,North,147693,5G SA,40613,65,6.9,0.45,79.5,FALSE,Microwave
SITE0400767,Tamil Nadu,TN,South,846884,5G SA,13944,30.1,11.7,0.57,56.1,FALSE,Fibre
SITE0403712,Mumbai,MU,West,340399,5G NSA,9122,54.5,11.7,0.77,94.5,FALSE,Fibre
SITE0403669,Andhra Pradesh & Telangana,AP,South,708771,5G NSA,40542,70.7,11.1,0.03,45.3,FALSE,Fibre
SITE0402715,Uttar Pradesh West,UPW,North,463315,4G LTE,35388,99,5,0.13,24.6,TRUE,Fibre
SITE0401202,Kerala,KL,South,618752,5G NSA,3835,25.9,6.9,0.87,72.8,FALSE,Fibre
SITE0402322,Madhya Pradesh & Chhattisgarh,MP,North,649705,5G SA,27303,45.8,10.6,0.43,93.3,FALSE,Microwave
SITE0400109,Kerala,KL,South,262534,5G SA,22857,60.9,2.1,0.53,33,FALSE,Fibre
SITE0402656,Karnataka,KA,South,301154,5G SA,26409,55.2,3.3,0.49,103.4,FALSE,Fibre
SITE0403580,Uttar Pradesh West,UPW,North,440350,5G NSA,2426,57.4,5.3,0.73,89.7,FALSE,Fibre
SITE0400841,Uttar Pradesh West,UPW,North,471077,5G NSA,17469,65.5,13,0.44,29.9,FALSE,Fibre
SITE0402521,Andhra Pradesh & Telangana,AP,South,212615,5G NSA,8309,21.9,10.8,0.18,100.4,FALSE,Fibre
SITE0403221,Andhra Pradesh & Telangana,AP,South,409371,5G SA,5606,23.1,9.4,0.23,154.8,FALSE,Fibre
SITE0402622,West Bengal,WB,East,521750,5G SA,25707,55.1,8.1,1.04,18.5,FALSE,Microwave
SITE0401218,Delhi NCR,DL,North,479918,4G LTE,42086,37.8,9.5,0.48,121.4,FALSE,Fibre
SITE0401526,Punjab,PB,North,551655,5G SA,41097,95.4,-1.1,0.94,49.3,TRUE,Fibre
SITE0401135,Kerala,KL,South,240773,5G NSA,4821,38,18.6,0.05,70.3,FALSE,Fibre
SITE0401533,Punjab,PB,North,344588,5G SA,29371,41.5,6,0.65,64,FALSE,Fibre
SITE0400884,Andhra Pradesh & Telangana,AP,South,141177,4G LTE,2089,53.2,14.1,0.78,90.6,FALSE,Fibre
SITE0400231,Karnataka,KA,South,142775,5G NSA,2855,29.3,16.4,0.43,53.9,FALSE,Fibre
SITE0400239,Maharashtra & Goa,MH,West,162230,5G SA,36471,45.1,4.2,0.17,60.8,FALSE,Fibre
SITE0403731,Madhya Pradesh & Chhattisgarh,MP,North,373291,4G LTE,18233,18.8,3.9,0.66,98.3,FALSE,Microwave
SITE0403378,Bihar & Jharkhand,BH,East,648991,4G LTE,32964,61,6.2,0.77,84.9,FALSE,Fibre
SITE0401096,Kolkata,KO,East,350343,4G LTE,20975,44.2,19.9,0.13,31.3,FALSE,Fibre
SITE0401911,Karnataka,KA,South,671509,4G LTE,3740,16.9,15.6,0.24,89.8,FALSE,Fibre
SITE0403293,Bihar & Jharkhand,BH,East,599251,4G LTE,38666,67.3,6.5,0.25,66.8,FALSE,Microwave
SITE0401308,Punjab,PB,North,130831,5G SA,22580,30.6,13.3,0.76,50.2,FALSE,Fibre
SITE0400831,Delhi NCR,DL,North,816553,5G SA,11559,57.7,11.9,1.21,46.5,FALSE,Fibre
SITE0401430,Karnataka,KA,South,207298,4G LTE,29035,21.6,14,0.85,121.1,FALSE,Fibre
SITE0402887,North East,NE,East,160066,4G LTE,21678,51.9,13.8,0.79,1.5,FALSE,Fibre
SITE0401180,Rajasthan,RJ,North,766834,5G SA,42423,15,14.6,1.09,50.6,FALSE,Fibre
SITE0403636,Madhya Pradesh & Chhattisgarh,MP,North,404587,4G LTE,3703,90.7,4.3,1.59,43.3,TRUE,Microwave
SITE0401040,Madhya Pradesh & Chhattisgarh,MP,North,174514,5G SA,8636,48.7,0,1.89,98.3,FALSE,Fibre
SITE0400701,Uttar Pradesh West,UPW,North,183042,5G SA,4885,56.7,9.6,2.39,87.6,FALSE,Fibre
SITE0402601,Uttar Pradesh West,UPW,North,484302,4G LTE,29657,54,15.7,0.71,53.8,FALSE,Fibre
SITE0402659,Maharashtra & Goa,MH,West,786201,5G NSA,4867,27.5,6.6,0.48,52.1,FALSE,Fibre
SITE0403303,Kerala,KL,South,812654,4G LTE,41009,32.5,6.4,0.11,49.8,FALSE,Fibre
SITE0401084,Haryana,HR,North,709318,4G LTE,16453,35,16.9,0.71,62.3,FALSE,Fibre
SITE0403655,Madhya Pradesh & Chhattisgarh,MP,North,726540,5G NSA,28356,47.7,5.9,0.63,114.1,FALSE,Microwave
SITE0403129,Andhra Pradesh & Telangana,AP,South,657811,5G SA,32776,24.1,13.1,1.13,132.8,FALSE,Microwave
SITE0403499,Assam,AS,East,808345,4G LTE,36277,66.3,7,1.39,74.3,FALSE,Fibre
SITE0400594,Bihar & Jharkhand,BH,East,135819,4G LTE,40634,41.7,6.5,1.34,80.9,FALSE,Fibre
SITE0400522,Tamil Nadu,TN,South,118634,4G LTE,41296,47.2,9,2.04,25.6,FALSE,Fibre
SITE0400575,Uttar Pradesh West,UPW,North,392873,5G SA,2053,35.9,11.1,0.25,72.2,FALSE,Fibre
SITE0402129,Andhra Pradesh & Telangana,AP,South,546149,5G SA,30433,69.8,19.9,0.14,104.8,FALSE,Fibre
SITE0402912,Gujarat,GJ,West,337718,5G SA,12497,28.4,8.6,1.25,102.1,FALSE,Fibre
SITE0403106,Maharashtra & Goa,MH,West,555545,4G LTE,27993,44.3,6.6,0.78,101.5,FALSE,Fibre
SITE0403716,Uttar Pradesh East,UPE,North,725280,5G NSA,12829,70.6,-1.7,2.02,14.1,FALSE,Fibre
SITE0403063,Uttar Pradesh East,UPE,North,362842,5G NSA,11115,40.3,4.2,0.34,96.4,FALSE,Microwave
SITE0402430,Madhya Pradesh & Chhattisgarh,MP,North,129938,5G NSA,24109,63.3,2.3,0.36,116.8,FALSE,Fibre
SITE0403435,Karnataka,KA,South,190346,4G LTE,11064,53.6,14.8,1,40.7,FALSE,Fibre
SITE0402826,Tamil Nadu,TN,South,425832,5G SA,32777,13.3,15.8,0.17,42.1,FALSE,Fibre
SITE0401641,Maharashtra & Goa,MH,West,763150,5G NSA,29458,12.7,8.2,0.5,168.7,FALSE,Fibre
SITE0400409,Maharashtra & Goa,MH,West,725235,5G SA,22766,70.5,7.2,0.63,56.8,FALSE,Fibre
SITE0403365,Uttar Pradesh East,UPE,North,282519,4G LTE,22906,45.3,11.7,0.07,102,FALSE,Fibre
SITE0402816,Rajasthan,RJ,North,714233,4G LTE,7781,75.5,2,1.34,66.7,TRUE,Fibre
SITE0401061,Punjab,PB,North,571079,4G LTE,21348,44.3,8.2,0.13,122.1,FALSE,Fibre
SITE0403204,Jammu & Kashmir,JK,North,294624,5G SA,27715,40.7,8.7,0.61,109.3,FALSE,Fibre
SITE0403031,Himachal Pradesh,HP,North,388713,4G LTE,29627,24.6,11.7,0.52,79.6,FALSE,Fibre
SITE0403565,West Bengal,WB,East,544516,5G NSA,13179,15.6,11.6,0.61,110,FALSE,Fibre
SITE0401827,Uttar Pradesh East,UPE,North,197246,5G SA,21383,96,14.5,0.44,63.3,TRUE,Fibre
SITE0400724,Odisha,OR,East,464625,4G LTE,8879,57.6,13.5,0.4,45.7,FALSE,Fibre
SITE0401502,Madhya Pradesh & Chhattisgarh,MP,North,789505,4G LTE,28263,53.3,0.3,0.71,65.5,FALSE,Fibre
SITE0400745,Odisha,OR,East,514275,4G LTE,37523,19.5,12.2,0.21,160,FALSE,Fibre
SITE0401558,Uttar Pradesh East,UPE,North,111550,5G SA,34620,75.4,1.5,0.15,17.4,TRUE,Fibre
SITE0400590,Madhya Pradesh & Chhattisgarh,MP,North,403097,4G LTE,3484,54.8,11.4,0.29,43.3,FALSE,Fibre
SITE0401463,Karnataka,KA,South,138291,5G NSA,33405,35.5,16.9,0.24,78.2,FALSE,Fibre
SITE0400676,Karnataka,KA,South,408099,4G LTE,24779,36.4,15.7,0.32,138.1,FALSE,Fibre
SITE0402410,Rajasthan,RJ,North,189101,5G NSA,19847,45.7,1.2,0.38,101,FALSE,Fibre
SITE0402753,Rajasthan,RJ,North,620612,5G SA,19591,18,15.5,0.88,48.9,FALSE,Microwave
SITE0401006,Delhi NCR,DL,North,261967,5G SA,34673,28.4,10.1,0.21,42.6,FALSE,Fibre
SITE0403042,Karnataka,KA,South,294594,4G LTE,17154,20.5,6.6,1.36,107.6,FALSE,Fibre
SITE0400952,Delhi NCR,DL,North,370720,4G LTE,17866,44.1,9.4,0.62,122.7,FALSE,Fibre
SITE0401893,Punjab,PB,North,384590,5G NSA,29485,96.9,1.9,0.19,85.4,TRUE,Fibre
SITE0401082,Karnataka,KA,South,465534,4G LTE,22696,10.9,11.2,0.27,89,FALSE,Fibre
SITE0403111,Karnataka,KA,South,298010,5G SA,7093,49.8,12.9,0.8,29.8,FALSE,Microwave
SITE0401766,Karnataka,KA,South,262009,5G SA,25970,70.9,7.4,0.34,88.1,FALSE,Fibre
SITE0402647,Rajasthan,RJ,North,812217,5G SA,17151,25.2,5.9,0.13,103,FALSE,Fibre
SITE0403628,Madhya Pradesh & Chhattisgarh,MP,North,670791,5G SA,24926,42,10.4,0.59,63.3,FALSE,Fibre
SITE0403120,Uttar Pradesh West,UPW,North,651386,4G LTE,9925,55.6,6.4,0.87,89.5,FALSE,Fibre
SITE0400216,Karnataka,KA,South,369962,5G SA,11647,20.6,12.2,0.19,98.7,FALSE,Fibre
SITE0401658,Uttar Pradesh East,UPE,North,121333,5G NSA,37470,99,2.4,0.99,70,TRUE,Fibre
SITE0400308,Uttar Pradesh West,UPW,North,744440,4G LTE,32013,30.6,8.9,0.59,47.5,FALSE,Fibre
SITE0401877,Rajasthan,RJ,North,461778,5G SA,18798,43.3,13.6,1.47,81.9,FALSE,Fibre
SITE0403417,Assam,AS,East,710001,5G SA,39075,42.7,10.6,0.49,75.8,FALSE,Fibre
SITE0402731,Rajasthan,RJ,North,476431,5G NSA,38358,26.7,8.1,0.52,61.8,FALSE,Microwave
SITE0402621,Uttar Pradesh East,UPE,North,119891,5G NSA,18170,60.2,5,0.31,135.9,FALSE,Fibre
SITE0400043,Gujarat,GJ,West,684347,5G SA,27975,32.8,16.4,0.26,106.6,FALSE,Fibre
SITE0402212,Delhi NCR,DL,North,686396,4G LTE,35326,28.5,2.2,0.59,48.3,FALSE,Microwave
SITE0401481,Punjab,PB,North,360044,4G LTE,41725,79.5,8.2,0.29,88.8,TRUE,Fibre
SITE0403838,Uttar Pradesh West,UPW,North,642278,5G SA,22823,49.6,8.5,0.29,73.7,FALSE,Fibre
SITE0400563,Andhra Pradesh & Telangana,AP,South,424577,4G LTE,24668,50.4,7.3,0.93,75.8,FALSE,Fibre
SITE0401736,Kolkata,KO,East,346629,4G LTE,37120,57.5,7.2,0.09,77.7,FALSE,Microwave
SITE0403837,Maharashtra & Goa,MH,West,638809,5G NSA,3660,20.3,9,0.23,110.2,FALSE,Fibre
SITE0400723,Karnataka,KA,South,548945,4G LTE,4292,47.8,9.9,0.03,28.3,FALSE,Fibre
SITE0400277,Karnataka,KA,South,752853,5G NSA,19658,11.7,6.4,0.16,53.6,FALSE,Fibre
SITE0400367,North East,NE,East,516552,4G LTE,15054,40.9,4.4,1.94,77,FALSE,Fibre
SITE0400602,Maharashtra & Goa,MH,West,159843,4G LTE,18630,23.8,8.1,1.11,122.3,FALSE,Microwave
SITE0402781,Punjab,PB,North,643263,5G SA,15690,35.6,14.9,0.39,107.9,FALSE,Fibre
SITE0401801,West Bengal,WB,East,697995,5G SA,23309,41,1.7,0.96,91.7,FALSE,Microwave
SITE0401633,Uttar Pradesh East,UPE,North,174701,5G NSA,13270,75.1,3.2,1.92,82,TRUE,Fibre
SITE0400415,Bihar & Jharkhand,BH,East,315356,4G LTE,31584,31.1,8,0.74,139.8,FALSE,Microwave
SITE0403323,Andhra Pradesh & Telangana,AP,South,749598,4G LTE,19199,62.8,11,0.24,54,FALSE,Fibre
SITE0400035,Maharashtra & Goa,MH,West,435076,5G NSA,6273,36.8,14.6,0.36,89.1,FALSE,Microwave
SITE0400775,Bihar & Jharkhand,BH,East,376603,5G SA,15813,47.5,11.3,0.44,80.1,FALSE,Microwave
SITE0401459,Madhya Pradesh & Chhattisgarh,MP,North,526084,5G SA,11117,64.5,6,0.85,58.2,FALSE,Fibre
SITE0403226,Kerala,KL,South,318691,4G LTE,34384,48.4,12.8,0.16,47.7,FALSE,Fibre
SITE0401742,Kerala,KL,South,500385,4G LTE,34168,28,8.4,0.42,103.8,FALSE,Fibre
SITE0403747,Madhya Pradesh & Chhattisgarh,MP,North,674350,5G NSA,14721,36.7,11.1,1.54,123.9,FALSE,Microwave
SITE0400733,Rajasthan,RJ,North,482251,5G SA,14243,57.2,9.7,0.82,56,FALSE,Fibre
SITE0401554,Punjab,PB,North,636133,4G LTE,11558,39.9,5.6,0.47,58.5,FALSE,Fibre
SITE0400903,Kerala,KL,South,248729,4G LTE,20176,20.1,10.3,0.04,132,FALSE,Fibre
SITE0400014,Assam,AS,East,144579,4G LTE,29964,65.7,10.3,0.72,71.5,FALSE,Microwave
SITE0402599,Andhra Pradesh & Telangana,AP,South,286286,4G LTE,19610,32.6,5.9,0.67,78,FALSE,Fibre
SITE0400425,Gujarat,GJ,West,488614,4G LTE,33373,4.7,16.3,0.55,115.1,FALSE,Fibre
SITE0402285,Madhya Pradesh & Chhattisgarh,MP,North,197319,5G SA,25911,54.4,10,1.27,92.4,FALSE,Microwave
SITE0400699,Bihar & Jharkhand,BH,East,222325,5G NSA,29681,76.1,6.6,0.16,74.9,TRUE,Fibre
SITE0401545,Delhi NCR,DL,North,248698,4G LTE,13942,31.8,7.3,0.24,83.4,FALSE,Microwave
SITE0403685,Bihar & Jharkhand,BH,East,264148,5G SA,3929,85.1,9.3,1.07,16.1,TRUE,Fibre
SITE0401217,Bihar & Jharkhand,BH,East,686101,4G LTE,40474,56.5,3.6,0.43,51.2,FALSE,Fibre
SITE0400692,Uttar Pradesh West,UPW,North,396517,4G LTE,17061,65.4,10.2,0.08,78.9,FALSE,Fibre
SITE0400401,Mumbai,MU,West,639461,5G SA,42469,38.5,12.7,0.76,145.6,FALSE,Fibre
SITE0402378,Uttar Pradesh West,UPW,North,242285,5G NSA,18960,24.4,16.5,0.54,164,FALSE,Fibre
SITE0402424,Andhra Pradesh & Telangana,AP,South,303251,5G SA,31697,54.3,4.3,0.33,45.9,FALSE,Fibre
SITE0400135,Maharashtra & Goa,MH,West,283767,5G SA,32473,63,2,0.78,87.8,FALSE,Fibre
SITE0403187,Tamil Nadu,TN,South,244388,4G LTE,37361,18.9,11.3,0.75,121.3,FALSE,Fibre
SITE0402790,Uttar Pradesh West,UPW,North,512306,5G SA,5231,30.5,10.2,0.53,80.8,FALSE,Fibre
SITE0401165,Maharashtra & Goa,MH,West,761705,5G SA,19697,63.2,3.8,0.13,82.5,FALSE,Microwave
